id,title,genres,overview,popularity,release_date,budget,revenue,tagline,original_language,runtime,image_width,image_height,caption,caption_with_overview,genre_names,num_genres
614696,#Alive,"[{'id': 27, 'name': 'Horror'} {'id': 28, 'name': 'Action'}
 {'id': 12, 'name': 'Adventure'} {'id': 53, 'name': 'Thriller'}]","As a grisly virus rampages a city, a lone man stays locked inside his apartment, digitally cut off from seeking help and desperate to find a way out.",24.251,2020-06-24,6300000,13416285,You must survive.,ko,98,500,750,"Title: #Alive
Genres: Horror, Action, Adventure, Thriller","Title: #Alive
Genres: Horror, Action, Adventure, Thriller
Overview: As a grisly virus rampages a city, a lone man stays locked inside his apartment, digitally cut off from seeking help and desperate to find a way out.","['Horror', 'Action', 'Adventure', 'Thriller']",4
3176,Battle Royale,"[{'id': 18, 'name': 'Drama'} {'id': 53, 'name': 'Thriller'}
 {'id': 28, 'name': 'Action'}]","In the future, the Japanese government captures a class of ninth-grade students and forces them to kill each other under the revolutionary ""Battle Royale"" act.",24.255,2000-12-16,4500000,30600000,Could you kill your best friend?,ja,122,500,750,"Title: Battle Royale
Genres: Drama, Thriller, Action","Title: Battle Royale
Genres: Drama, Thriller, Action
Overview: In the future, the Japanese government captures a class of ninth-grade students and forces them to kill each other under the revolutionary ""Battle Royale"" act.","['Drama', 'Thriller', 'Action']",3
1114727,Five Breakups and a Romance,"[{'id': 10749, 'name': 'Romance'} {'id': 35, 'name': 'Comedy'}]","Even if two people are on the opposite sides of the universe, once the connection is made, they're basically one.",24.247,2023-10-18,0,0,,tl,102,500,749,"Title: Five Breakups and a Romance
Genres: Romance, Comedy","Title: Five Breakups and a Romance
Genres: Romance, Comedy
Overview: Even if two people are on the opposite sides of the universe, once the connection is made, they're basically one.","['Romance', 'Comedy']",2
13285,Barbie: Fairytopia - Mermaidia,"[{'id': 16, 'name': 'Animation'} {'id': 10751, 'name': 'Family'}
 {'id': 12, 'name': 'Adventure'} {'id': 14, 'name': 'Fantasy'}]","In this animated follow-up to Fairytopia, Elina enlists the help of a mermaid, Nori, to save her friend Nalu, a merman prince who has been captured by the wicked Laverna.",24.257,2006-03-14,0,0,Journey under the sea in a magical adventure.,en,75,500,750,"Title: Barbie: Fairytopia - Mermaidia
Genres: Animation, Family, Adventure, Fantasy","Title: Barbie: Fairytopia - Mermaidia
Genres: Animation, Family, Adventure, Fantasy
Overview: In this animated follow-up to Fairytopia, Elina enlists the help of a mermaid, Nori, to save her friend Nalu, a merman prince who has been captured by the wicked Laverna.","['Animation', 'Family', 'Adventure', 'Fantasy']",4
34016,She's Out of My League,"[{'id': 10749, 'name': 'Romance'} {'id': 35, 'name': 'Comedy'}]","When he starts dating drop-dead gorgeous Molly, insecure airport security agent Kirk can't believe it. As his friends and family share their doubts about the relationship lasting, Kirk does everything he can to avoid losing Molly forever.",24.223,2010-03-11,20000000,49779728,"When she's this hot, You get one shot.",en,104,500,750,"Title: She's Out of My League
Genres: Romance, Comedy","Title: She's Out of My League
Genres: Romance, Comedy
Overview: When he starts dating drop-dead gorgeous Molly, insecure airport security agent Kirk can't believe it. As his friends and family share their doubts about the relationship lasting, Kirk does everything he can to avoid losing Molly forever.","['Romance', 'Comedy']",2
11442,Halloween: Resurrection,"[{'id': 27, 'name': 'Horror'} {'id': 53, 'name': 'Thriller'}]","Serial Killer Michael Myers is not finished with Laurie Strode, and their rivalry finally comes to an end. But is this the last we see of Myers? Freddie Harris and Nora Winston are reality programmers at DangerTainment, and are planning to send a group of 6 thrill-seeking teenagers into the childhood home of Myers. Cameras are placed all over the house and no one can get out of the house... and then Michael arrives home!",24.293,2002-07-01,13000000,37664855,Evil finds its way home.,en,94,500,750,"Title: Halloween: Resurrection
Genres: Horror, Thriller","Title: Halloween: Resurrection
Genres: Horror, Thriller
Overview: Serial Killer Michael Myers is not finished with Laurie Strode, and their rivalry finally comes to an end. But is this the last we see of Myers? Freddie Harris and Nora Winston are reality programmers at DangerTainment, and are planning to send a group of 6 thrill-seeking teenagers into the childhood home of Myers. Cameras are placed all over the house and no one can get out of the house... and then Michael arrives home!","['Horror', 'Thriller']",2
438799,Overlord,"[{'id': 27, 'name': 'Horror'} {'id': 10752, 'name': 'War'}
 {'id': 878, 'name': 'Science Fiction'}]","France, June 1944. On the eve of D-Day, some American paratroopers fall behind enemy lines after their aircraft crashes while on a mission to destroy a radio tower in a small village near the beaches of Normandy. After reaching their target, the surviving paratroopers realise that, in addition to fighting the Nazi troops that patrol the village, they also must fight against something else.",24.274,2018-11-01,38000000,41657844,Stop the unstoppable,en,110,500,750,"Title: Overlord
Genres: Horror, War, Science Fiction","Title: Overlord
Genres: Horror, War, Science Fiction
Overview: France, June 1944. On the eve of D-Day, some American paratroopers fall behind enemy lines after their aircraft crashes while on a mission to destroy a radio tower in a small village near the beaches of Normandy. After reaching their target, the surviving paratroopers realise that, in addition to fighting the Nazi troops that patrol the village, they also must fight against something else.","['Horror', 'War', 'Science Fiction']",3
346648,Paddington 2,"[{'id': 12, 'name': 'Adventure'} {'id': 35, 'name': 'Comedy'}
 {'id': 10751, 'name': 'Family'}]","Paddington, now happily settled with the Browns, picks up a series of odd jobs to buy the perfect present for his Aunt Lucy, but it is stolen.",24.358,2017-11-09,40000000,227300000,It takes a bear to catch a thief,en,104,500,750,"Title: Paddington 2
Genres: Adventure, Comedy, Family","Title: Paddington 2
Genres: Adventure, Comedy, Family
Overview: Paddington, now happily settled with the Browns, picks up a series of odd jobs to buy the perfect present for his Aunt Lucy, but it is stolen.","['Adventure', 'Comedy', 'Family']",3
258230,A Monster Calls,"[{'id': 18, 'name': 'Drama'} {'id': 14, 'name': 'Fantasy'}]",A boy imagines a monster that helps him deal with his difficult life and see the world in a different way.,24.274,2016-10-07,43000000,47309313,Stories are wild creatures.,en,108,500,750,"Title: A Monster Calls
Genres: Drama, Fantasy","Title: A Monster Calls
Genres: Drama, Fantasy
Overview: A boy imagines a monster that helps him deal with his difficult life and see the world in a different way.","['Drama', 'Fantasy']",2
791177,Bones and All,"[{'id': 18, 'name': 'Drama'} {'id': 27, 'name': 'Horror'}
 {'id': 10749, 'name': 'Romance'}]","Abandoned by her father, a young woman embarks on a thousand-mile odyssey through the backroads of America where she meets a disenfranchised drifter. But despite their best efforts, all roads lead back to their terrifying pasts and to a final stand that will determine whether their love can survive their otherness.",24.205,2022-11-18,18000000,14134907,Maybe love will set you free.,it,131,500,750,"Title: Bones and All
Genres: Drama, Horror, Romance","Title: Bones and All
Genres: Drama, Horror, Romance
Overview: Abandoned by her father, a young woman embarks on a thousand-mile odyssey through the backroads of America where she meets a disenfranchised drifter. But despite their best efforts, all roads lead back to their terrifying pasts and to a final stand that will determine whether their love can survive their otherness.","['Drama', 'Horror', 'Romance']",3
80184,The Hidden Face,"[{'id': 53, 'name': 'Thriller'} {'id': 9648, 'name': 'Mystery'}]",A Spanish orchestra conductor deals with the mysterious disappearance of his girlfriend.,24.299,2011-09-16,0,0,There are doors that should never be opened.,es,92,500,750,"Title: The Hidden Face
Genres: Thriller, Mystery","Title: The Hidden Face
Genres: Thriller, Mystery
Overview: A Spanish orchestra conductor deals with the mysterious disappearance of his girlfriend.","['Thriller', 'Mystery']",2
9598,Babe,"[{'id': 14, 'name': 'Fantasy'} {'id': 18, 'name': 'Drama'}
 {'id': 35, 'name': 'Comedy'} {'id': 10751, 'name': 'Family'}]","Babe is a little pig who doesn't quite know his place in the world. With a bunch of odd friends, like Ferdinand the duck who thinks he is a rooster and Fly the dog he calls mum, Babe realises that he has the makings to become the greatest sheep pig of all time, and Farmer Hogget knows it. With the help of the sheep dogs, Babe learns that a pig can be anything that he wants to be.",24.232,1995-07-18,30000000,254134910,A little pig goes a long way.,en,91,500,750,"Title: Babe
Genres: Fantasy, Drama, Comedy, Family","Title: Babe
Genres: Fantasy, Drama, Comedy, Family
Overview: Babe is a little pig who doesn't quite know his place in the world. With a bunch of odd friends, like Ferdinand the duck who thinks he is a rooster and Fly the dog he calls mum, Babe realises that he has the makings to become the greatest sheep pig of all time, and Farmer Hogget knows it. With the help of the sheep dogs, Babe learns that a pig can be anything that he wants to be.","['Fantasy', 'Drama', 'Comedy', 'Family']",4
2133,The Perfect Storm,"[{'id': 28, 'name': 'Action'} {'id': 12, 'name': 'Adventure'}
 {'id': 18, 'name': 'Drama'} {'id': 53, 'name': 'Thriller'}]","In October 1991, a confluence of weather conditions combined to form a killer storm in the North Atlantic. Caught in the storm was the sword-fishing boat Andrea Gail.",24.204,2000-06-29,120000000,325756637,The storm is coming.,en,130,500,750,"Title: The Perfect Storm
Genres: Action, Adventure, Drama, Thriller","Title: The Perfect Storm
Genres: Action, Adventure, Drama, Thriller
Overview: In October 1991, a confluence of weather conditions combined to form a killer storm in the North Atlantic. Caught in the storm was the sword-fishing boat Andrea Gail.","['Action', 'Adventure', 'Drama', 'Thriller']",4
499701,Dora and the Lost City of Gold,"[{'id': 12, 'name': 'Adventure'} {'id': 35, 'name': 'Comedy'}
 {'id': 10751, 'name': 'Family'} {'id': 14, 'name': 'Fantasy'}]","Dora, a girl who has spent most of her life exploring the jungle with her parents, now must navigate her most dangerous adventure yet: high school. Always the explorer, Dora quickly finds herself leading Boots (her best friend, a monkey), Diego, and a rag tag group of teens on an adventure to save her parents and solve the impossible mystery behind a lost Inca civilization.",24.162,2019-08-08,49000000,120597108,Explorer is her middle name.,en,102,500,750,"Title: Dora and the Lost City of Gold
Genres: Adventure, Comedy, Family, Fantasy","Title: Dora and the Lost City of Gold
Genres: Adventure, Comedy, Family, Fantasy
Overview: Dora, a girl who has spent most of her life exploring the jungle with her parents, now must navigate her most dangerous adventure yet: high school. Always the explorer, Dora quickly finds herself leading Boots (her best friend, a monkey), Diego, and a rag tag group of teens on an adventure to save her parents and solve the impossible mystery behind a lost Inca civilization.","['Adventure', 'Comedy', 'Family', 'Fantasy']",4
1012837,Born to Fly,"[{'id': 18, 'name': 'Drama'} {'id': 28, 'name': 'Action'}]","A talented trainee pilot is given the opportunity to virtually test the latest fighter jet, which pushes him to his limits.",24.188,2023-04-28,0,80504376,Forge the sword to protect the vast sky.,zh,127,500,741,"Title: Born to Fly
Genres: Drama, Action","Title: Born to Fly
Genres: Drama, Action
Overview: A talented trainee pilot is given the opportunity to virtually test the latest fighter jet, which pushes him to his limits.","['Drama', 'Action']",2
873492,Mahjong Nights,"[{'id': 18, 'name': 'Drama'}]",Alexa witnesses a simple mahjong night turned bloody when all the player's dark secrets are discovered - including Alexa's illicit affair with her stepfather.,24.08,2021-11-12,0,0,,tl,111,500,751,"Title: Mahjong Nights
Genres: Drama","Title: Mahjong Nights
Genres: Drama
Overview: Alexa witnesses a simple mahjong night turned bloody when all the player's dark secrets are discovered - including Alexa's illicit affair with her stepfather.",['Drama'],1
776835,The Magician's Elephant,"[{'id': 16, 'name': 'Animation'} {'id': 12, 'name': 'Adventure'}
 {'id': 10751, 'name': 'Family'} {'id': 14, 'name': 'Fantasy'}]","Peter is searching for his long-lost sister when he crosses paths with a fortune teller in the market square. His one one question is: is his sister still alive? The answer, that he must find a mysterious elephant and the magician who will conjure it, sets Peter off on a journey to complete three seemingly impossible tasks that will change the face of his town forever.",24.135,2023-03-10,0,0,Dare to believe,en,99,500,750,"Title: The Magician's Elephant
Genres: Animation, Adventure, Family, Fantasy","Title: The Magician's Elephant
Genres: Animation, Adventure, Family, Fantasy
Overview: Peter is searching for his long-lost sister when he crosses paths with a fortune teller in the market square. His one one question is: is his sister still alive? The answer, that he must find a mysterious elephant and the magician who will conjure it, sets Peter off on a journey to complete three seemingly impossible tasks that will change the face of his town forever.","['Animation', 'Adventure', 'Family', 'Fantasy']",4
551804,Freaky,"[{'id': 35, 'name': 'Comedy'} {'id': 14, 'name': 'Fantasy'}
 {'id': 27, 'name': 'Horror'} {'id': 53, 'name': 'Thriller'}]","A mystical, ancient dagger causes a notorious serial killer to magically switch bodies with a 17-year-old girl.",24.079,2020-11-12,5000000,15104310,Basic switch. Killer new look.,en,102,500,750,"Title: Freaky
Genres: Comedy, Fantasy, Horror, Thriller","Title: Freaky
Genres: Comedy, Fantasy, Horror, Thriller
Overview: A mystical, ancient dagger causes a notorious serial killer to magically switch bodies with a 17-year-old girl.","['Comedy', 'Fantasy', 'Horror', 'Thriller']",4
96,Beverly Hills Cop II,"[{'id': 28, 'name': 'Action'} {'id': 35, 'name': 'Comedy'}
 {'id': 80, 'name': 'Crime'}]","Axel Foley returns to the land of sunshine and palm trees to investigate the near-fatal shooting of police Captain Andrew Bogomil. With the help of Sgt. Taggart and Det. Rosewood, they soon uncover that the shooting is associated with a series of ""alphabet"" robberies masterminded by a heartless weapons kingpin—and the chase is on.",24.149,1987-05-18,28000000,299965036,Axel Foley is back. Back where he doesn't belong.,en,103,500,750,"Title: Beverly Hills Cop II
Genres: Action, Comedy, Crime","Title: Beverly Hills Cop II
Genres: Action, Comedy, Crime
Overview: Axel Foley returns to the land of sunshine and palm trees to investigate the near-fatal shooting of police Captain Andrew Bogomil. With the help of Sgt. Taggart and Det. Rosewood, they soon uncover that the shooting is associated with a series of ""alphabet"" robberies masterminded by a heartless weapons kingpin—and the chase is on.","['Action', 'Comedy', 'Crime']",3
10802,Showgirls,"[{'id': 18, 'name': 'Drama'}]","A young drifter named Nomi arrives in Las Vegas to become a dancer. When she catches the eye of Cristal, the main attraction at the Stardust stage show, Nomi is on the brink of realizing her dreams. But as she bumps and grinds her way to the top, she realizes that there is only room for one starlet on the marquee... and that either she or Cristal will have to take a fall!",24.114,1995-09-22,45000000,20350754,Leave your inhibitions at the door. The show is about to begin.,en,131,500,750,"Title: Showgirls
Genres: Drama","Title: Showgirls
Genres: Drama
Overview: A young drifter named Nomi arrives in Las Vegas to become a dancer. When she catches the eye of Cristal, the main attraction at the Stardust stage show, Nomi is on the brink of realizing her dreams. But as she bumps and grinds her way to the top, she realizes that there is only room for one starlet on the marquee... and that either she or Cristal will have to take a fall!",['Drama'],1
599019,Big Trip 2: Special Delivery,"[{'id': 16, 'name': 'Animation'} {'id': 10751, 'name': 'Family'}
 {'id': 12, 'name': 'Adventure'} {'id': 35, 'name': 'Comedy'}]","It has been a year since Mic Mic and Oscar returned from their incredible adventure. And now, after a diabolical plan by Vulture to sabotage the delivery of the Grizzly cub to his opponent in the American presidential elections, Mic Mic, Oscar, Panda teenager and Stork set off on another great adventure as they ride a zeppelin to return little Grizzly to its rightful parents and save the American elections and the whole continent from an erupting volcano.",24.063,2022-10-07,0,0,"A bear, a baby, a blimp - another another big trip!",ru,90,500,750,"Title: Big Trip 2: Special Delivery
Genres: Animation, Family, Adventure, Comedy","Title: Big Trip 2: Special Delivery
Genres: Animation, Family, Adventure, Comedy
Overview: It has been a year since Mic Mic and Oscar returned from their incredible adventure. And now, after a diabolical plan by Vulture to sabotage the delivery of the Grizzly cub to his opponent in the American presidential elections, Mic Mic, Oscar, Panda teenager and Stork set off on another great adventure as they ride a zeppelin to return little Grizzly to its rightful parents and save the American elections and the whole continent from an erupting volcano.","['Animation', 'Family', 'Adventure', 'Comedy']",4
754744,Ball Red Daughter-in-law,"[{'id': 18, 'name': 'Drama'}]","Hail is worried because Seungha, a pretty and sexy daughter-in-law, looks like a woman these days. An open-minded way of walking around the house in short clothes without hesitation, showing aegyo, etc. It is becoming increasingly intolerable to the tsunami. Hearing the sound of his son Do-jin and Seung-ha having sex is also starting to get harder. One day, the tsunami was spent relaxing at an illegal massage parlor. He takes a nap, but Seung-ha appears and seduces himself to dream of having sex. Seungha gazes at the tsunami who wakes up after having a sweet dream.",24.057,2020-10-16,0,0,,ko,71,500,748,"Title: Ball Red Daughter-in-law
Genres: Drama","Title: Ball Red Daughter-in-law
Genres: Drama
Overview: Hail is worried because Seungha, a pretty and sexy daughter-in-law, looks like a woman these days. An open-minded way of walking around the house in short clothes without hesitation, showing aegyo, etc. It is becoming increasingly intolerable to the tsunami. Hearing the sound of his son Do-jin and Seung-ha having sex is also starting to get harder. One day, the tsunami was spent relaxing at an illegal massage parlor. He takes a nap, but Seung-ha appears and seduces himself to dream of having sex. Seungha gazes at the tsunami who wakes up after having a sweet dream.",['Drama'],1
617,Wild Things,"[{'id': 9648, 'name': 'Mystery'} {'id': 53, 'name': 'Thriller'}
 {'id': 18, 'name': 'Drama'}]","When teen-socialite Kelly Van Ryan and troubled bad girl Suzie Toller accuse guidance counselor Sam Lombardo of rape, he's suspended by the school, rejected by the town, and fighting to get his life back. One cop suspects conspiracy, but nothing is what it seems...",24.064,1998-03-20,20000000,67200000,They're dying to play with you.,en,108,500,750,"Title: Wild Things
Genres: Mystery, Thriller, Drama","Title: Wild Things
Genres: Mystery, Thriller, Drama
Overview: When teen-socialite Kelly Van Ryan and troubled bad girl Suzie Toller accuse guidance counselor Sam Lombardo of rape, he's suspended by the school, rejected by the town, and fighting to get his life back. One cop suspects conspiracy, but nothing is what it seems...","['Mystery', 'Thriller', 'Drama']",3
10623,Cradle 2 the Grave,"[{'id': 28, 'name': 'Action'} {'id': 80, 'name': 'Crime'}
 {'id': 18, 'name': 'Drama'}]","Gang leader Tony pulls off a major diamond heist with his crew, but cop-turned-criminal Ling knows who has the loot and responds by kidnapping Tony's daughter and holding her for ransom. Unfortunately, Tony's lost the diamonds as well. As he frantically searches for his daughter and the jewels, Tony pairs with a high-kicking government agent who once worked with Ling and seeks revenge on him.",24.183,2003-02-28,25000000,56489558,Mortal enemies make dangerous friends.,en,101,500,750,"Title: Cradle 2 the Grave
Genres: Action, Crime, Drama","Title: Cradle 2 the Grave
Genres: Action, Crime, Drama
Overview: Gang leader Tony pulls off a major diamond heist with his crew, but cop-turned-criminal Ling knows who has the loot and responds by kidnapping Tony's daughter and holding her for ransom. Unfortunately, Tony's lost the diamonds as well. As he frantically searches for his daughter and the jewels, Tony pairs with a high-kicking government agent who once worked with Ling and seeks revenge on him.","['Action', 'Crime', 'Drama']",3
258509,Alvin and the Chipmunks: The Road Chip,"[{'id': 12, 'name': 'Adventure'} {'id': 16, 'name': 'Animation'}
 {'id': 35, 'name': 'Comedy'} {'id': 10751, 'name': 'Family'}]","Through a series of misunderstandings, Alvin, Simon and Theodore come to believe that Dave is going to propose to his new girlfriend in New York City - and dump them. They have three days to get to him and stop the proposal.",24.176,2015-12-17,90000000,233755553,Fast & furry-ous,en,92,500,750,"Title: Alvin and the Chipmunks: The Road Chip
Genres: Adventure, Animation, Comedy, Family","Title: Alvin and the Chipmunks: The Road Chip
Genres: Adventure, Animation, Comedy, Family
Overview: Through a series of misunderstandings, Alvin, Simon and Theodore come to believe that Dave is going to propose to his new girlfriend in New York City - and dump them. They have three days to get to him and stop the proposal.","['Adventure', 'Animation', 'Comedy', 'Family']",4
322,Mystic River,"[{'id': 53, 'name': 'Thriller'} {'id': 80, 'name': 'Crime'}
 {'id': 18, 'name': 'Drama'} {'id': 9648, 'name': 'Mystery'}]",The lives of three men who were childhood friends are shattered when one of them suffers a family tragedy.,24.056,2003-03-03,25000000,156822020,"We bury our sins, we wash them clean.",en,138,500,750,"Title: Mystic River
Genres: Thriller, Crime, Drama, Mystery","Title: Mystic River
Genres: Thriller, Crime, Drama, Mystery
Overview: The lives of three men who were childhood friends are shattered when one of them suffers a family tragedy.","['Thriller', 'Crime', 'Drama', 'Mystery']",4
183011,Justice League: The Flashpoint Paradox,"[{'id': 878, 'name': 'Science Fiction'} {'id': 16, 'name': 'Animation'}
 {'id': 28, 'name': 'Action'} {'id': 12, 'name': 'Adventure'}]",The Flash finds himself in a war-torn alternate timeline and teams up with alternate versions of his fellow heroes to restore the timeline.,23.966,2013-07-30,3500000,0,Fight the future.,en,75,500,750,"Title: Justice League: The Flashpoint Paradox
Genres: Science Fiction, Animation, Action, Adventure","Title: Justice League: The Flashpoint Paradox
Genres: Science Fiction, Animation, Action, Adventure
Overview: The Flash finds himself in a war-torn alternate timeline and teams up with alternate versions of his fellow heroes to restore the timeline.","['Science Fiction', 'Animation', 'Action', 'Adventure']",4
152,Star Trek: The Motion Picture,"[{'id': 878, 'name': 'Science Fiction'} {'id': 12, 'name': 'Adventure'}
 {'id': 9648, 'name': 'Mystery'}]","When a destructive space entity is spotted approaching Earth, Admiral Kirk resumes command of the Starship Enterprise in order to intercept, examine, and hopefully stop it.",24.102,1979-12-07,35000000,139000000,The human adventure is just beginning.,en,132,500,750,"Title: Star Trek: The Motion Picture
Genres: Science Fiction, Adventure, Mystery","Title: Star Trek: The Motion Picture
Genres: Science Fiction, Adventure, Mystery
Overview: When a destructive space entity is spotted approaching Earth, Admiral Kirk resumes command of the Starship Enterprise in order to intercept, examine, and hopefully stop it.","['Science Fiction', 'Adventure', 'Mystery']",3
454527,Benedetta,"[{'id': 18, 'name': 'Drama'} {'id': 36, 'name': 'History'}
 {'id': 10749, 'name': 'Romance'}]",A 17th-century nun becomes entangled in a forbidden lesbian affair with a novice. But it is Benedetta's shocking religious visions that threaten to shake the Church to its core.,23.999,2021-07-09,24350000,2652725,,fr,131,500,750,"Title: Benedetta
Genres: Drama, History, Romance","Title: Benedetta
Genres: Drama, History, Romance
Overview: A 17th-century nun becomes entangled in a forbidden lesbian affair with a novice. But it is Benedetta's shocking religious visions that threaten to shake the Church to its core.","['Drama', 'History', 'Romance']",3
576004,Porno,"[{'id': 35, 'name': 'Comedy'} {'id': 27, 'name': 'Horror'}]","When a group of naive teens working at a movie theater in a small Christian town discover a mysterious film hidden in its basement, they unleash an alluring succubus who gives them a sex education…written in blood.",24.023,2019-06-28,0,0,"If you use it, you'll lose it...",en,98,500,750,"Title: Porno
Genres: Comedy, Horror","Title: Porno
Genres: Comedy, Horror
Overview: When a group of naive teens working at a movie theater in a small Christian town discover a mysterious film hidden in its basement, they unleash an alluring succubus who gives them a sex education…written in blood.","['Comedy', 'Horror']",2
1132016,Birthright: Outlaw,"[{'id': 18, 'name': 'Drama'}]","A daughter kidnapped. A hidden past revealed. A seemingly futile prospect of rescue. Now, Rev. Jeremiah Jacobs and his wife Martha must overcome the lies of the past to find their hope for the future.",23.923,2023-10-13,0,0,,en,100,500,750,"Title: Birthright: Outlaw
Genres: Drama","Title: Birthright: Outlaw
Genres: Drama
Overview: A daughter kidnapped. A hidden past revealed. A seemingly futile prospect of rescue. Now, Rev. Jeremiah Jacobs and his wife Martha must overcome the lies of the past to find their hope for the future.",['Drama'],1
636173,Dream,"[{'id': 35, 'name': 'Comedy'} {'id': 18, 'name': 'Drama'}]",A top football player Hong-dae gets involved in an assault case and winds up being appointed as the coach for the national football team. This team will compete in the 'Homeless World Cup'. A documentary producer So-min films their story while Hong-dae struggles to coach the homeless because of his misconceptions about them.,23.986,2023-04-26,0,3890008,"You are hopeless, helpless and homeless? No, you are NOT!",ko,125,500,750,"Title: Dream
Genres: Comedy, Drama","Title: Dream
Genres: Comedy, Drama
Overview: A top football player Hong-dae gets involved in an assault case and winds up being appointed as the coach for the national football team. This team will compete in the 'Homeless World Cup'. A documentary producer So-min films their story while Hong-dae struggles to coach the homeless because of his misconceptions about them.","['Comedy', 'Drama']",2
594328,Phineas and Ferb: The Movie: Candace Against the Universe,"[{'id': 10751, 'name': 'Family'} {'id': 16, 'name': 'Animation'}
 {'id': 878, 'name': 'Science Fiction'} {'id': 35, 'name': 'Comedy'}
 {'id': 10770, 'name': 'TV Movie'}]","Phineas and Ferb travel across the galaxy to rescue their older sister Candace, who has been abducted by aliens and taken to a utopia in a far-off planet, free of her pesky little brothers.",23.905,2020-08-28,0,0,Get ready for a mission that's out of this world!,en,84,500,750,"Title: Phineas and Ferb: The Movie: Candace Against the Universe
Genres: Family, Animation, Science Fiction, Comedy, TV Movie","Title: Phineas and Ferb: The Movie: Candace Against the Universe
Genres: Family, Animation, Science Fiction, Comedy, TV Movie
Overview: Phineas and Ferb travel across the galaxy to rescue their older sister Candace, who has been abducted by aliens and taken to a utopia in a far-off planet, free of her pesky little brothers.","['Family', 'Animation', 'Science Fiction', 'Comedy', 'TV Movie']",5
778855,Chickenhare and the Hamster of Darkness,"[{'id': 16, 'name': 'Animation'} {'id': 12, 'name': 'Adventure'}
 {'id': 35, 'name': 'Comedy'} {'id': 10751, 'name': 'Family'}
 {'id': 14, 'name': 'Fantasy'}]","Young Chickenhare is the adopted son of King Peter, a famous adventurer. Part chicken and part hare, he has a really tough time growing up and disguises himself as a hare to avoid the mockeries of his peers. When the day of the Royal Adventurer Society trials comes, Chickenhare, hampered by his disguise, fails miserably. But he is determined to grab a second chance and find the Scepter of the Hamster of Darkness, before his evil Uncle Lapin. The Scepter will give immense power to its holder. If Lapin gets hold of it, he will be unstoppable. Accompanied by his faithful servant Abe, a sarcastic turtle, and Meg, a martial arts expert skunk, he sets of on an epic and initiatory quest.",23.947,2022-02-16,20000000,0,,en,91,500,749,"Title: Chickenhare and the Hamster of Darkness
Genres: Animation, Adventure, Comedy, Family, Fantasy","Title: Chickenhare and the Hamster of Darkness
Genres: Animation, Adventure, Comedy, Family, Fantasy
Overview: Young Chickenhare is the adopted son of King Peter, a famous adventurer. Part chicken and part hare, he has a really tough time growing up and disguises himself as a hare to avoid the mockeries of his peers. When the day of the Royal Adventurer Society trials comes, Chickenhare, hampered by his disguise, fails miserably. But he is determined to grab a second chance and find the Scepter of the Hamster of Darkness, before his evil Uncle Lapin. The Scepter will give immense power to its holder. If Lapin gets hold of it, he will be unstoppable. Accompanied by his faithful servant Abe, a sarcastic turtle, and Meg, a martial arts expert skunk, he sets of on an epic and initiatory quest.","['Animation', 'Adventure', 'Comedy', 'Family', 'Fantasy']",5
353070,Going in Style,"[{'id': 80, 'name': 'Crime'} {'id': 35, 'name': 'Comedy'}]","Desperate to pay the bills and come through for their loved ones, three lifelong pals risk it all by embarking on a daring bid to knock off the very bank that absconded with their money.",23.856,2017-04-06,25000000,84618541,You're never too old to get even.,en,96,500,750,"Title: Going in Style
Genres: Crime, Comedy","Title: Going in Style
Genres: Crime, Comedy
Overview: Desperate to pay the bills and come through for their loved ones, three lifelong pals risk it all by embarking on a daring bid to knock off the very bank that absconded with their money.","['Crime', 'Comedy']",2
9607,Super Mario Bros.,"[{'id': 12, 'name': 'Adventure'} {'id': 14, 'name': 'Fantasy'}
 {'id': 35, 'name': 'Comedy'} {'id': 10751, 'name': 'Family'}]","Mario and Luigi, plumbers from Brooklyn, find themselves in an alternate universe where evolved dinosaurs live in hi-tech squalor. They're the only hope to save our universe from invasion by the dino dictator, Koopa.",23.91,1993-05-28,48000000,20915465,This ain't no game.,en,104,500,750,"Title: Super Mario Bros.
Genres: Adventure, Fantasy, Comedy, Family","Title: Super Mario Bros.
Genres: Adventure, Fantasy, Comedy, Family
Overview: Mario and Luigi, plumbers from Brooklyn, find themselves in an alternate universe where evolved dinosaurs live in hi-tech squalor. They're the only hope to save our universe from invasion by the dino dictator, Koopa.","['Adventure', 'Fantasy', 'Comedy', 'Family']",4
11978,Men of Honor,"[{'id': 18, 'name': 'Drama'}]","Against formidable odds -- and an old-school diving instructor embittered by the U.S. Navy's new, less prejudicial policies -- Carl Brashear sets his sights on becoming the Navy's first African-American master diver in this uplifting true story. Their relationship starts out on the rocks, but fate ultimately conspires to bring the men together into a setting of mutual respect, triumph and honor.",23.966,2000-09-13,32000000,82343495,History is made by those who break the rules.,en,129,500,750,"Title: Men of Honor
Genres: Drama","Title: Men of Honor
Genres: Drama
Overview: Against formidable odds -- and an old-school diving instructor embittered by the U.S. Navy's new, less prejudicial policies -- Carl Brashear sets his sights on becoming the Navy's first African-American master diver in this uplifting true story. Their relationship starts out on the rocks, but fate ultimately conspires to bring the men together into a setting of mutual respect, triumph and honor.",['Drama'],1
